frame_index,timestamp,gesture,trial,elapsed,dataset_source,collector,imu_confidence,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_quat,imu_trajectory
185,2026-07-30T22:38:24.047317+00:00,push,4,0.688,session_20260730_223706,student03,0.95,0.968,-0.039,0.213,3.17,16.27,-6.26,,
186,2026-07-30T22:38:24.152259+00:00,push,4,0.781,session_20260730_223706,student03,0.95,0.967,-0.01,0.211,-5.31,13.46,2.9,,
187,2026-07-30T22:38:24.246619+00:00,push,4,0.875,session_20260730_223706,student03,0.95,0.993,-0.064,0.268,-11.72,28.5,8.45,,
188,2026-07-30T22:38:24.337006+00:00,push,4,0.969,session_20260730_223706,student03,0.95,0.961,-0.059,0.315,-17.24,17.21,7.32,,
189,2026-07-30T22:38:24.432819+00:00,push,4,1.063,session_20260730_223706,student03,0.95,0.974,-0.1,0.253,-19.75,6.81,8.15,,
190,2026-07-30T22:38:24.528430+00:00,push,4,1.156,session_20260730_223706,student03,0.95,0.936,-0.061,0.294,-12.91,19.71,2.53,,
191,2026-07-30T22:38:24.627287+00:00,push,4,1.266,session_20260730_223706,student03,0.95,0.939,-0.131,0.294,-13.4,30.85,-6.96,,
192,2026-07-30T22:38:24.732871+00:00,push,4,1.375,session_20260730_223706,student03,0.95,0.87,-0.104,0.403,-32.62,50.08,9.49,,
193,2026-07-30T22:38:24.843516+00:00,push,4,1.484,session_20260730_223706,student03,0.95,0.831,-0.166,0.576,-23.41,51.24,-6.2,,
194,2026-07-30T22:38:24.953666+00:00,push,4,1.594,session_20260730_223706,student03,0.95,0.792,-0.09,0.582,-2.99,16.21,-6.84,,
195,2026-07-30T22:38:25.067766+00:00,push,4,1.703,session_20260730_223706,student03,0.95,0.828,-0.161,0.479,7.93,-0.73,-1.31,,
196,2026-07-30T22:38:25.177478+00:00,push,4,1.813,session_20260730_223706,student03,0.95,0.851,-0.144,0.531,1.5,0.12,-0.49,,
197,2026-07-30T22:38:25.287621+00:00,push,4,1.922,session_20260730_223706,student03,0.95,0.825,-0.115,0.523,-2.26,-1.71,7.69,,
198,2026-07-30T22:38:27.110986+00:00,pull,5,0.0,session_20260730_223706,student03,0.95,0.836,-0.119,0.564,6.96,4.33,-10.35,,
199,2026-07-30T22:38:27.223804+00:00,pull,5,0.109,session_20260730_223706,student03,0.95,0.767,-0.042,0.741,20.6,-12.21,-4.79,,
200,2026-07-30T22:38:27.333261+00:00,pull,5,0.219,session_20260730_223706,student03,0.95,0.737,-0.125,0.602,-0.79,-37.26,15.47,,
201,2026-07-30T22:38:27.442978+00:00,pull,5,0.328,session_20260730_223706,student03,0.95,0.883,-0.174,0.546,3.66,-14.13,12.57,,
202,2026-07-30T22:38:27.537465+00:00,pull,5,0.422,session_20260730_223706,student03,0.95,0.892,-0.116,0.58,11.75,-2.29,2.04,,
203,2026-07-30T22:38:27.647258+00:00,pull,5,0.531,session_20260730_223706,student03,0.95,0.777,-0.145,0.642,31.04,4.61,-8.36,,
204,2026-07-30T22:38:27.753367+00:00,pull,5,0.641,session_20260730_223706,student03,0.95,0.875,-0.085,0.411,25.82,-23.47,11.63,,
205,2026-07-30T22:38:27.864437+00:00,pull,5,0.75,session_20260730_223706,student03,0.95,0.918,-0.086,0.479,6.71,-0.34,-0.43,,
206,2026-07-30T22:38:27.975264+00:00,pull,5,0.859,session_20260730_223706,student03,0.95,0.885,-0.061,0.407,8.82,-27.68,5.16,,
207,2026-07-30T22:38:28.077486+00:00,pull,5,0.969,session_20260730_223706,student03,0.95,0.913,-0.051,0.353,4.52,-23.53,7.69,,
208,2026-07-30T22:38:28.184096+00:00,pull,5,1.063,session_20260730_223706,student03,0.95,0.995,-0.056,0.361,17.91,-6.35,-8.06,,
209,2026-07-30T22:38:28.282367+00:00,pull,5,1.172,session_20260730_223706,student03,0.95,0.983,0.001,0.293,11.41,-17.67,-12.76,,
210,2026-07-30T22:38:28.393817+00:00,pull,5,1.281,session_20260730_223706,student03,0.95,1.04,-0.113,0.141,6.1,-20.97,6.71,,
211,2026-07-30T22:38:28.507823+00:00,pull,5,1.391,session_20260730_223706,student03,0.95,0.936,0.014,0.238,-11.6,2.35,-29.45,,
212,2026-07-30T22:38:28.609223+00:00,pull,5,1.5,session_20260730_223706,student03,0.95,0.979,0.009,0.274,-7.39,-12.12,0.15,,
213,2026-07-30T22:38:28.724367+00:00,pull,5,1.609,session_20260730_223706,student03,0.95,0.981,0.001,0.236,-1.62,-6.78,-2.78,,
214,2026-07-30T22:38:28.833022+00:00,pull,5,1.719,session_20260730_223706,student03,0.95,0.975,0.006,0.235,0.92,-5.8,-3.75,,
215,2026-07-30T22:38:28.943400+00:00,pull,5,1.828,session_20260730_223706,student03,0.95,0.971,0.01,0.226,4.79,-5.43,4.43,,
216,2026-07-30T22:38:29.038208+00:00,pull,5,1.922,session_20260730_223706,student03,0.95,0.965,-0.002,0.245,7.29,0.46,-0.55,,
217,2026-07-30T22:38:31.506328+00:00,push,5,0.0,session_20260730_223706,student03,0.95,0.997,0.088,0.095,5.49,-4.85,-3.85,,
218,2026-07-30T22:38:31.608810+00:00,push,5,0.109,session_20260730_223706,student03,0.95,1.02,0.087,0.064,12.45,-12.15,5.22,,
219,2026-07-30T22:38:31.717474+00:00,push,5,0.218,session_20260730_223706,student03,0.95,1.0,0.002,-0.055,3.39,-20.26,6.2,,
220,2026-07-30T22:38:31.822920+00:00,push,5,0.312,session_20260730_223706,student03,0.95,0.976,0.077,-0.008,-4.76,4.82,5.77,,
221,2026-07-30T22:38:31.918194+00:00,push,5,0.406,session_20260730_223706,student03,0.95,0.939,0.079,0.13,-7.57,12.42,12.85,,
222,2026-07-30T22:38:32.008018+00:00,push,5,0.5,session_20260730_223706,student03,0.95,0.993,0.01,0.25,-2.72,20.51,-1.83,,
223,2026-07-30T22:38:32.113925+00:00,push,5,0.609,session_20260730_223706,student03,0.95,1.048,0.001,0.2,-6.35,-12.97,1.43,,
224,2026-07-30T22:38:32.211565+00:00,push,5,0.703,session_20260730_223706,student03,0.95,0.969,0.024,0.121,-4.36,-10.59,5.22,,
225,2026-07-30T22:38:32.309149+00:00,push,5,0.797,session_20260730_223706,student03,0.95,0.898,0.025,0.064,-10.8,13.95,11.63,,
226,2026-07-30T22:38:32.409317+00:00,push,5,0.906,session_20260730_223706,student03,0.95,1.018,-0.025,0.269,-17.73,54.57,8.33,,
227,2026-07-30T22:38:32.507631+00:00,push,5,1.0,session_20260730_223706,student03,0.95,1.012,-0.05,0.425,-20.45,29.79,6.35,,
228,2026-07-30T22:38:32.613695+00:00,push,5,1.109,session_20260730_223706,student03,0.95,0.928,-0.041,0.361,-11.66,15.75,-0.7,,
229,2026-07-30T22:38:32.723239+00:00,push,5,1.218,session_20260730_223706,student03,0.95,0.876,-0.011,0.433,6.35,3.85,-13.21,,
230,2026-07-30T22:38:32.817403+00:00,push,5,1.312,session_20260730_223706,student03,0.95,0.924,-0.07,0.339,2.78,6.84,-5.58,,
231,2026-07-30T22:38:32.916622+00:00,push,5,1.406,session_20260730_223706,student03,0.95,0.894,-0.012,0.413,-9.8,38.91,-12.27,,
232,2026-07-30T22:38:33.018323+00:00,push,5,1.515,session_20260730_223706,student03,0.95,0.883,0.001,0.544,-18.83,18.8,14.77,,
233,2026-07-30T22:38:33.127368+00:00,push,5,1.625,session_20260730_223706,student03,0.95,0.845,-0.059,0.444,-10.96,13.73,4.12,,
234,2026-07-30T22:38:33.233831+00:00,push,5,1.734,session_20260730_223706,student03,0.95,0.801,0.015,0.58,2.17,8.79,-7.14,,
235,2026-07-30T22:38:33.344059+00:00,push,5,1.843,session_20260730_223706,student03,0.95,0.85,-0.075,0.49,0.34,8.15,-5.4,,
236,2026-07-30T22:38:33.453692+00:00,push,5,1.953,session_20260730_223706,student03,0.95,0.842,-0.052,0.478,3.72,-4.03,3.33,,
237,2026-07-30T22:38:35.898334+00:00,pull,6,0.0,session_20260730_223706,student03,0.95,0.852,-0.006,0.542,-2.47,2.32,-1.65,,
238,2026-07-30T22:38:35.996819+00:00,pull,6,0.094,session_20260730_223706,student03,0.95,0.828,0.012,0.689,0.61,-3.6,4.24,,
239,2026-07-30T22:38:36.087714+00:00,pull,6,0.188,session_20260730_223706,student03,0.95,0.804,-0.011,0.51,-7.08,-7.54,18.4,,
240,2026-07-30T22:38:36.194584+00:00,pull,6,0.297,session_20260730_223706,student03,0.95,0.822,-0.064,0.528,2.23,-13.58,12.82,,
241,2026-07-30T22:38:36.287186+00:00,pull,6,0.391,session_20260730_223706,student03,0.95,0.861,-0.101,0.567,0.24,3.23,10.04,,
242,2026-07-30T22:38:36.393202+00:00,pull,6,0.5,session_20260730_223706,student03,0.95,0.767,-0.148,0.649,11.66,6.23,5.37,,
243,2026-07-30T22:38:36.507901+00:00,pull,6,0.61,session_20260730_223706,student03,0.95,0.842,0.022,0.514,25.97,-13.58,-2.08,,
244,2026-07-30T22:38:36.612976+00:00,pull,6,0.719,session_20260730_223706,student03,0.95,0.885,-0.007,0.476,15.29,-15.2,8.0,,
245,2026-07-30T22:38:36.710956+00:00,pull,6,0.813,session_20260730_223706,student03,0.95,0.896,-0.012,0.491,14.77,-21.12,8.76,,
246,2026-07-30T22:38:36.808772+00:00,pull,6,0.907,session_20260730_223706,student03,0.95,0.878,-0.068,0.443,3.72,-17.94,11.35,,
247,2026-07-30T22:38:36.908297+00:00,pull,6,1.016,session_20260730_223706,student03,0.95,0.87,-0.023,0.423,2.59,-19.1,2.72,,
248,2026-07-30T22:38:37.006726+00:00,pull,6,1.11,session_20260730_223706,student03,0.95,0.904,-0.057,0.412,-0.49,-19.9,3.81,,
249,2026-07-30T22:38:37.113276+00:00,pull,6,1.219,session_20260730_223706,student03,0.95,0.911,-0.028,0.401,-1.98,-21.58,-7.93,,
250,2026-07-30T22:38:37.223258+00:00,pull,6,1.328,session_20260730_223706,student03,0.95,0.938,0.007,0.38,-9.89,-16.51,-3.97,,
251,2026-07-30T22:38:37.321703+00:00,pull,6,1.422,session_20260730_223706,student03,0.95,0.907,0.013,0.328,-6.38,-13.55,2.08,,
252,2026-07-30T22:38:37.421798+00:00,pull,6,1.532,session_20260730_223706,student03,0.95,0.97,-0.069,0.332,-7.26,-12.42,-5.01,,
253,2026-07-30T22:38:37.522573+00:00,pull,6,1.625,session_20260730_223706,student03,0.95,0.971,-0.006,0.212,-6.87,-13.64,-5.62,,
254,2026-07-30T22:38:37.621764+00:00,pull,6,1.719,session_20260730_223706,student03,0.95,0.99,0.023,0.289,-6.35,-3.94,-2.35,,
255,2026-07-30T22:38:37.721661+00:00,pull,6,1.828,session_20260730_223706,student03,0.95,0.966,0.007,0.281,-3.91,-1.31,5.74,,
256,2026-07-30T22:38:37.818780+00:00,pull,6,1.922,session_20260730_223706,student03,0.95,0.981,-0.025,0.239,4.58,0.55,0.85,,
257,2026-07-30T22:38:39.909220+00:00,push,6,0.0,session_20260730_223706,student03,0.95,0.996,0.05,0.188,5.37,-0.49,-1.74,,
258,2026-07-30T22:38:40.008065+00:00,push,6,0.094,session_20260730_223706,student03,0.95,1.032,0.083,0.13,17.46,-8.12,0.61,,
259,2026-07-30T22:38:40.107840+00:00,push,6,0.203,session_20260730_223706,student03,0.95,0.991,0.03,0.012,9.64,-14.4,16.94,,
260,2026-07-30T22:38:40.214094+00:00,push,6,0.297,session_20260730_223706,student03,0.95,1.004,-0.024,0.143,-2.69,2.17,-2.47,,
261,2026-07-30T22:38:40.311676+00:00,push,6,0.406,session_20260730_223706,student03,0.95,1.019,-0.006,0.122,-12.45,-3.42,-0.67,,
262,2026-07-30T22:38:40.424523+00:00,push,6,0.516,session_20260730_223706,student03,0.95,1.003,0.021,0.091,-6.53,-8.73,3.3,,
263,2026-07-30T22:38:40.522782+00:00,push,6,0.609,session_20260730_223706,student03,0.95,1.023,-0.006,0.128,-7.48,6.44,4.12,,
264,2026-07-30T22:38:40.618602+00:00,push,6,0.703,session_20260730_223706,student03,0.95,0.97,0.015,0.143,-5.34,-7.08,6.38,,
265,2026-07-30T22:38:40.724366+00:00,push,6,0.812,session_20260730_223706,student03,0.95,0.979,-0.007,0.235,0.34,11.57,-1.04,,
266,2026-07-30T22:38:40.817629+00:00,push,6,0.906,session_20260730_223706,student03,0.95,0.998,-0.089,0.194,-11.81,-1.16,-7.63,,
267,2026-07-30T22:38:40.923816+00:00,push,6,1.016,session_20260730_223706,student03,0.95,1.022,-0.026,0.116,-15.41,5.19,-4.61,,
268,2026-07-30T22:38:41.033816+00:00,push,6,1.125,session_20260730_223706,student03,0.95,0.979,0.028,0.188,-8.45,9.55,5.95,,
269,2026-07-30T22:38:41.143808+00:00,push,6,1.234,session_20260730_223706,student03,0.95,0.965,-0.007,0.213,-6.32,26.73,1.89,,
270,2026-07-30T22:38:41.253210+00:00,push,6,1.344,session_20260730_223706,student03,0.95,0.961,0.039,0.288,-11.08,27.86,6.96,,
271,2026-07-30T22:38:41.352308+00:00,push,6,1.437,session_20260730_223706,student03,0.95,0.986,-0.109,0.336,-13.03,16.69,7.42,,
272,2026-07-30T22:38:41.447859+00:00,push,6,1.531,session_20260730_223706,student03,0.95,0.917,-0.047,0.391,-8.7,19.59,-10.22,,
273,2026-07-30T22:38:41.541834+00:00,push,6,1.625,session_20260730_223706,student03,0.95,0.852,0.01,0.397,-8.12,9.13,6.47,,
274,2026-07-30T22:38:41.638039+00:00,push,6,1.719,session_20260730_223706,student03,0.95,0.892,-0.102,0.327,-9.89,21.67,5.01,,
275,2026-07-30T22:38:41.732516+00:00,push,6,1.828,session_20260730_223706,student03,0.95,0.903,-0.1,0.449,-17.24,37.63,1.56,,
276,2026-07-30T22:38:41.843382+00:00,push,6,1.937,session_20260730_223706,student03,0.95,0.878,-0.105,0.588,-14.5,30.88,-6.04,,
277,2026-07-30T22:38:43.904015+00:00,pull,7,0.0,session_20260730_223706,student03,0.95,0.818,-0.036,0.585,4.36,-5.83,3.51,,
278,2026-07-30T22:38:44.000618+00:00,pull,7,0.11,session_20260730_223706,student03,0.95,0.778,-0.072,0.639,12.42,-10.32,8.94,,
279,2026-07-30T22:38:44.114813+00:00,pull,7,0.219,session_20260730_223706,student03,0.95,0.798,-0.097,0.502,19.17,-25.97,9.95,,
280,2026-07-30T22:38:44.212015+00:00,pull,7,0.313,session_20260730_223706,student03,0.95,0.87,-0.081,0.518,0.15,-8.36,16.88,,
281,2026-07-30T22:38:44.308853+00:00,pull,7,0.407,session_20260730_223706,student03,0.95,0.917,-0.081,0.503,3.48,-7.2,7.14,,
282,2026-07-30T22:38:44.409822+00:00,pull,7,0.516,session_20260730_223706,student03,0.95,0.829,-0.109,0.629,11.29,14.71,7.81,,
283,2026-07-30T22:38:44.507560+00:00,pull,7,0.61,session_20260730_223706,student03,0.95,0.886,-0.085,0.521,21.91,-11.26,3.78,,
284,2026-07-30T22:38:44.602995+00:00,pull,7,0.703,session_20260730_223706,student03,0.95,0.906,-0.021,0.427,18.19,-5.74,-0.95,,
285,2026-07-30T22:38:44.698214+00:00,pull,7,0.797,session_20260730_223706,student03,0.95,0.924,-0.004,0.362,8.48,-7.54,-0.89,,
286,2026-07-30T22:38:44.797543+00:00,pull,7,0.907,session_20260730_223706,student03,0.95,0.95,0.026,0.333,8.42,-20.29,9.46,,
287,2026-07-30T22:38:44.902940+00:00,pull,7,1.0,session_20260730_223706,student03,0.95,0.95,-0.082,0.419,-10.96,-5.62,16.17,,
288,2026-07-30T22:38:45.001548+00:00,pull,7,1.11,session_20260730_223706,student03,0.95,0.925,-0.098,0.396,-7.97,-18.74,8.48,,
289,2026-07-30T22:38:45.114120+00:00,pull,7,1.219,session_20260730_223706,student03,0.95,0.944,-0.124,0.341,-14.25,-23.62,3.2,,
290,2026-07-30T22:38:45.208696+00:00,pull,7,1.313,session_20260730_223706,student03,0.95,0.938,-0.092,0.309,-12.6,-27.65,-1.83,,
291,2026-07-30T22:38:45.314251+00:00,pull,7,1.422,session_20260730_223706,student03,0.95,0.994,-0.109,0.238,-15.08,-23.19,1.71,,
292,2026-07-30T22:38:45.424231+00:00,pull,7,1.532,session_20260730_223706,student03,0.95,1.001,-0.088,0.245,-5.55,-24.72,0.27,,
293,2026-07-30T22:38:45.534110+00:00,pull,7,1.641,session_20260730_223706,student03,0.95,1.023,-0.108,0.151,-7.54,-18.01,-0.67,,
294,2026-07-30T22:38:45.629707+00:00,pull,7,1.735,session_20260730_223706,student03,0.95,0.965,-0.081,0.095,-6.16,-12.24,-6.35,,
295,2026-07-30T22:38:45.729575+00:00,pull,7,1.828,session_20260730_223706,student03,0.95,1.0,-0.099,0.124,-11.57,-0.76,-0.49,,
296,2026-07-30T22:38:45.827803+00:00,pull,7,1.938,session_20260730_223706,student03,0.95,0.993,-0.032,0.193,-1.07,-10.28,-5.28,,
297,2026-07-30T22:38:48.175219+00:00,push,7,0.0,session_20260730_223706,student03,0.95,0.993,-0.007,0.107,-0.76,1.01,0.55,,
298,2026-07-30T22:38:48.282631+00:00,push,7,0.109,session_20260730_223706,student03,0.95,1.0,0.031,0.019,1.25,-3.14,-0.85,,
299,2026-07-30T22:38:48.392661+00:00,push,7,0.218,session_20260730_223706,student03,0.95,1.025,-0.03,-0.04,-12.15,-5.92,-0.18,,
300,2026-07-30T22:38:48.502837+00:00,push,7,0.328,session_20260730_223706,student03,0.95,0.986,0.003,0.082,-2.93,13.98,-5.37,,
301,2026-07-30T22:38:48.617961+00:00,push,7,0.437,session_20260730_223706,student03,0.95,0.982,0.003,0.084,2.44,10.47,4.7,,
302,2026-07-30T22:38:48.724596+00:00,push,7,0.546,session_20260730_223706,student03,0.95,0.973,-0.015,0.152,3.23,15.78,8.18,,
303,2026-07-30T22:38:48.835455+00:00,push,7,0.656,session_20260730_223706,student03,0.95,0.957,-0.054,0.097,4.0,-2.38,3.2,,
304,2026-07-30T22:38:48.944811+00:00,push,7,0.765,session_20260730_223706,student03,0.95,0.985,-0.027,0.145,-4.0,14.07,-5.1,,
305,2026-07-30T22:38:49.057682+00:00,push,7,0.875,session_20260730_223706,student03,0.95,1.042,-0.034,0.167,-5.43,5.68,2.69,,
306,2026-07-30T22:38:49.159297+00:00,push,7,0.984,session_20260730_223706,student03,0.95,1.009,-0.046,0.169,-10.5,17.15,2.14,,
307,2026-07-30T22:38:49.257597+00:00,push,7,1.078,session_20260730_223706,student03,0.95,0.959,-0.054,0.228,-18.25,26.7,7.87,,
308,2026-07-30T22:38:49.349289+00:00,push,7,1.171,session_20260730_223706,student03,0.95,0.983,-0.062,0.322,-17.7,30.24,5.19,,
309,2026-07-30T22:38:49.452211+00:00,push,7,1.281,session_20260730_223706,student03,0.95,0.919,-0.041,0.393,-13.21,36.01,-11.47,,
310,2026-07-30T22:38:49.563975+00:00,push,7,1.39,session_20260730_223706,student03,0.95,0.88,-0.102,0.421,-17.55,22.16,6.99,,
311,2026-07-30T22:38:49.673726+00:00,push,7,1.5,session_20260730_223706,student03,0.95,0.841,-0.124,0.43,-10.5,24.05,-7.72,,
312,2026-07-30T22:38:49.788377+00:00,push,7,1.609,session_20260730_223706,student03,0.95,0.875,-0.105,0.458,-11.93,35.22,-7.72,,
313,2026-07-30T22:38:49.895243+00:00,push,7,1.718,session_20260730_223706,student03,0.95,0.823,-0.047,0.625,12.63,12.45,-22.25,,
314,2026-07-30T22:38:50.005554+00:00,push,7,1.828,session_20260730_223706,student03,0.95,0.875,-0.112,0.524,-7.2,18.74,-10.65,,
315,2026-07-30T22:38:50.118233+00:00,push,7,1.937,session_20260730_223706,student03,0.95,0.845,-0.052,0.654,-12.91,17.18,-9.31,,
316,2026-07-30T22:38:52.140437+00:00,pull,8,0.0,session_20260730_223706,student03,0.95,0.778,-0.053,0.605,4.94,3.57,-6.96,,
317,2026-07-30T22:38:52.258085+00:00,pull,8,0.11,session_20260730_223706,student03,0.95,0.707,0.001,0.755,11.99,-15.5,10.62,,
318,2026-07-30T22:38:52.353411+00:00,pull,8,0.203,session_20260730_223706,student03,0.95,0.673,-0.108,0.681,5.62,-28.72,28.6,,
319,2026-07-30T22:38:52.447856+00:00,pull,8,0.297,session_20260730_223706,student03,0.95,0.849,-0.203,0.597,0.58,-13.18,22.19,,
320,2026-07-30T22:38:52.541215+00:00,pull,8,0.391,session_20260730_223706,student03,0.95,0.815,-0.061,0.603,15.08,-1.86,-2.17,,
321,2026-07-30T22:38:52.642248+00:00,pull,8,0.5,session_20260730_223706,student03,0.95,0.823,-0.077,0.548,13.28,-16.42,6.68,,
322,2026-07-30T22:38:52.742338+00:00,pull,8,0.594,session_20260730_223706,student03,0.95,0.843,-0.08,0.589,12.7,-12.85,3.05,,
323,2026-07-30T22:38:52.838143+00:00,pull,8,0.688,session_20260730_223706,student03,0.95,0.791,-0.036,0.438,10.5,-17.15,-0.89,,
324,2026-07-30T22:38:52.939159+00:00,pull,8,0.797,session_20260730_223706,student03,0.95,0.911,-0.065,0.494,0.52,-7.6,12.45,,
325,2026-07-30T22:38:53.041576+00:00,pull,8,0.891,session_20260730_223706,student03,0.95,0.879,-0.05,0.517,6.35,-8.21,8.51,,
326,2026-07-30T22:38:53.142448+00:00,pull,8,1.0,session_20260730_223706,student03,0.95,0.897,-0.067,0.414,0.4,-16.6,14.04,,
327,2026-07-30T22:38:53.254548+00:00,pull,8,1.11,session_20260730_223706,student03,0.95,0.89,-0.132,0.436,-5.95,-11.78,-4.36,,
328,2026-07-30T22:38:53.364201+00:00,pull,8,1.219,session_20260730_223706,student03,0.95,0.879,0.031,0.386,-3.05,-8.12,-2.93,,
329,2026-07-30T22:38:53.472688+00:00,pull,8,1.328,session_20260730_223706,student03,0.95,0.92,-0.067,0.465,7.6,-30.24,17.49,,
330,2026-07-30T22:38:53.568063+00:00,pull,8,1.422,session_20260730_223706,student03,0.95,0.937,-0.054,0.322,14.04,-21.91,2.62,,
331,2026-07-30T22:38:53.678093+00:00,pull,8,1.532,session_20260730_223706,student03,0.95,0.97,-0.081,0.253,9.83,-23.38,-5.58,,
332,2026-07-30T22:38:53.783429+00:00,pull,8,1.641,session_20260730_223706,student03,0.95,0.966,-0.036,0.19,-5.89,-8.58,-14.71,,
333,2026-07-30T22:38:53.896944+00:00,pull,8,1.75,session_20260730_223706,student03,0.95,0.97,0.043,0.242,3.51,-9.06,6.2,,
334,2026-07-30T22:38:53.997068+00:00,pull,8,1.844,session_20260730_223706,student03,0.95,0.984,-0.038,0.219,6.78,-13.98,3.97,,
335,2026-07-30T22:38:54.092374+00:00,pull,8,1.953,session_20260730_223706,student03,0.95,0.955,-0.008,0.228,3.2,2.23,-2.29,,
336,2026-07-30T22:38:56.237473+00:00,push,8,0.0,session_20260730_223706,student03,0.95,0.992,0.046,0.159,4.49,0.55,-1.53,,
337,2026-07-30T22:38:56.344153+00:00,push,8,0.109,session_20260730_223706,student03,0.95,1.02,-0.002,0.1,7.08,-14.5,4.36,,
338,2026-07-30T22:38:56.458250+00:00,push,8,0.219,session_20260730_223706,student03,0.95,0.996,-0.042,0.049,-3.72,-12.67,15.2,,
339,2026-07-30T22:38:56.564356+00:00,push,8,0.328,session_20260730_223706,student03,0.95,0.957,-0.062,0.063,-15.5,-9.61,-2.62,,
340,2026-07-30T22:38:56.662658+00:00,push,8,0.422,session_20260730_223706,student03,0.95,0.937,-0.042,0.1,-17.27,-11.44,-5.71,,
341,2026-07-30T22:38:56.773562+00:00,push,8,0.531,session_20260730_223706,student03,0.95,0.944,0.005,0.207,-3.39,25.64,-8.79,,
342,2026-07-30T22:38:56.872474+00:00,push,8,0.625,session_20260730_223706,student03,0.95,1.005,0.006,0.182,3.94,21.27,-10.47,,
343,2026-07-30T22:38:56.967428+00:00,push,8,0.734,session_20260730_223706,student03,0.95,1.011,0.0,0.222,0.82,12.73,-10.35,,
344,2026-07-30T22:38:57.078378+00:00,push,8,0.844,session_20260730_223706,student03,0.95,0.966,0.024,0.239,-0.09,10.47,-1.59,,
345,2026-07-30T22:38:57.187153+00:00,push,8,0.953,session_20260730_223706,student03,0.95,0.948,-0.016,0.231,-4.36,20.23,3.69,,
346,2026-07-30T22:38:57.298520+00:00,push,8,1.063,session_20260730_223706,student03,0.95,1.011,-0.07,0.152,-5.68,13.43,14.37,,
347,2026-07-30T22:38:57.404597+00:00,push,8,1.172,session_20260730_223706,student03,0.95,1.008,-0.138,0.184,-12.05,12.51,4.43,,
348,2026-07-30T22:38:57.514624+00:00,push,8,1.281,session_20260730_223706,student03,0.95,0.937,-0.078,0.253,-17.61,28.5,4.82,,
349,2026-07-30T22:38:57.624221+00:00,push,8,1.391,session_20260730_223706,student03,0.95,0.968,-0.141,0.331,-25.94,38.24,-0.03,,
350,2026-07-30T22:38:57.735073+00:00,push,8,1.5,session_20260730_223706,student03,0.95,0.841,-0.072,0.449,-23.74,54.78,-20.33,,
351,2026-07-30T22:38:57.844457+00:00,push,8,1.609,session_20260730_223706,student03,0.95,0.79,-0.099,0.57,-24.11,45.17,-10.59,,
352,2026-07-30T22:38:57.954404+00:00,push,8,1.719,session_20260730_223706,student03,0.95,0.829,-0.096,0.588,-13.34,25.06,-16.02,,
353,2026-07-30T22:38:58.064074+00:00,push,8,1.828,session_20260730_223706,student03,0.95,0.777,-0.074,0.6,-1.56,3.54,-5.31,,
354,2026-07-30T22:38:58.173447+00:00,push,8,1.938,session_20260730_223706,student03,0.95,0.821,-0.167,0.545,-9.0,-1.31,17.33,,
355,2026-07-30T22:39:00.214440+00:00,pull,9,0.0,session_20260730_223706,student03,0.95,0.769,-0.126,0.622,4.88,-1.8,4.33,,
